Day,Weekday,Hour,E_LastHour,E_1,E_2,E_3,E_4,E_5,E_6,E_7,E_8,E_9,E_10,E_11,E_12
05/13/22,4,10,13.541208333333334,10.094059,8.294219,4.745706,4.7261686,3.7223737,4.1025796,3.5241647,0.016557574,0.007859906,0.002749069,0.00055182143,0.017412143
05/13/22,4,11,7.107633333333333,4.299752,3.6234488,3.0078673,2.7103221,1.6089439,1.2448155,0.8584789,0.09521675,0.0018211176,0.028059587,0.075901106,0.019744245
05/13/22,4,12,6.7417750000000005,4.3823657,3.0685337,2.6016347,2.4810755,1.3855125,0.8483747,0.61456484,0.10348464,0.004624459,0.06729336,0.23030928,0.056451816
05/13/22,4,13,5.815625000000001,3.6723943,2.239304,1.7998161,1.5698818,0.83532196,0.674086,0.5543451,0.22157878,0.10978712,0.24836557,0.4238174,0.08559653
05/13/22,4,14,5.436591666666667,3.1107228,1.8463213,1.4959626,1.2785867,0.6954551,0.55716956,0.46336046,0.20039268,0.12838227,0.24938875,0.40714732,0.0940118
05/13/22,4,15,3.4325416666666664,2.0068452,1.3716792,1.1396558,1.0845749,0.6974541,0.55204344,0.3988309,0.18802485,0.16034035,0.25525996,0.3395818,0.118006475
05/13/22,4,16,6.183941666666666,3.52196,2.1995914,1.6628945,1.1201358,0.6508612,0.48415932,0.4236768,0.22482635,0.23361379,0.29496333,0.38175786,0.10945813
05/13/22,4,17,0.1623583333333336,0.6857799,0.66058385,0.5633541,0.8052004,0.9025734,0.58135825,0.3016775,0.14985651,0.15105274,0.299018,0.37730914,0.19840282
05/13/22,4,18,2.2223750000000013,1.4851295,1.0985224,0.8237049,0.5596806,0.34827727,0.21585438,0.18670776,0.12204165,0.1693582,0.32948783,0.45746475,0.26732752
05/13/22,4,19,0.3825250000000002,1.1017381,0.76592475,0.39654577,0.48059174,0.44265792,0.45162374,0.33991623,0.26977482,0.19464388,0.17781422,0.13974746,0.16462465
05/13/22,4,20,0.0,0.45502362,0.24625655,0.11991618,0.1745771,0.22517946,0.2181783,0.18816018,0.15323599,0.3114397,0.272818,0.23573896,0.37880895
05/13/22,4,21,0.0,0.49914926,0.37199408,0.16769958,0.29132795,0.49036044,0.36982846,0.38976812,0.53127587,0.3185105,0.22043683,0.4970953,2.6707401
05/13/22,4,22,0.0,0.2825059,0.29086742,0.24386528,0.33659893,0.33252588,0.33676577,0.42974344,0.52613914,0.3511501,0.66051054,1.8400357,3.9052424
05/13/22,4,23,0.0,0.2288555,0.31744394,0.2142516,0.23895586,0.31711105,0.45323887,0.3176263,0.2943613,0.60827816,2.7656412,3.9975898,2.555558
05/14/22,5,0,0.0,0.026704721,0.019949295,0.012756497,0.01177955,0.011733608,0.014507007,0.024394052,0.06613458,0.34113488,0.848661,0.5105962,0.27926445
05/14/22,5,1,0.0,0.037586305,0.020946404,0.015811088,0.026040977,0.02948045,0.025017746,0.08960295,0.4026023,0.86813533,0.52028453,0.24897341,0.22503738
05/14/22,5,2,0.0,0.05883547,0.026961604,0.017804544,0.02519737,0.032828234,0.078081034,0.4733225,1.1393313,0.72298795,0.36780638,0.23241836,0.22393598
05/14/22,5,3,0.0,0.053590212,0.023550577,0.011957145,0.02305541,0.08540923,0.39646274,1.032377,0.80532897,0.48535106,0.39148897,0.25776678,0.2148579
05/14/22,5,4,0.0,0.036413442,0.022606838,0.020197665,0.081907175,0.4966962,0.9312929,0.82152474,0.5721818,0.5241592,0.39114088,0.22469385,0.17704725
05/14/22,5,5,0.0,0.032772616,0.029425094,0.06868263,0.4449634,1.1335535,0.61825347,0.4833576,0.53930354,0.49560937,0.26477313,0.16774169,0.13579103
05/14/22,5,6,0.0057083333333333335,0.060825523,0.105268314,0.36165082,0.85782045,0.7378075,0.34823632,0.308946,0.32698283,0.28285256,0.16653289,0.11963537,0.06768279
05/14/22,5,7,0.0,0.20074731,0.5289482,0.8952446,0.74387366,0.43774328,0.31087357,0.24050216,0.20380461,0.18060297,0.15093939,0.08812374,0.037345525
05/14/22,5,8,0.0,0.6426596,1.1580638,0.5545385,0.37452996,0.28053126,0.17438154,0.14890853,0.13831383,0.11468629,0.07602903,0.041833967,0.05068481
05/14/22,5,9,0.0,0.2038366,0.21678628,0.093852535,0.09737696,0.09306159,0.08309524,0.10601638,0.09749224,0.05110194,0.035332114,0.03321655,0.071156815
05/14/22,5,10,0.0,0.06711571,0.08888403,0.13317755,0.21064481,0.23556581,0.26368043,0.26170048,0.19427212,0.11736091,0.10344057,0.082653545,0.04103776
05/14/22,5,11,0.0298416666666661,0.107090935,0.13565145,0.14591797,0.16748084,0.15726137,0.17480408,0.19138275,0.17996283,0.11487265,0.09366088,0.085436694,0.06570764
05/14/22,5,12,0.0,0.10303123,0.14384861,0.15846424,0.25224793,0.2328974,0.15893331,0.15839007,0.17095467,0.09050553,0.041258182,0.031383935,0.032557633
05/14/22,5,13,0.0,0.09804332,0.13610698,0.15083462,0.17287268,0.1258943,0.097501464,0.10693384,0.110557735,0.051519826,0.02604445,0.024196204,0.029020062
05/14/22,5,14,0.09323333333333395,0.18260753,0.19970389,0.10946927,0.10653316,0.10342925,0.11081689,0.11007574,0.10584388,0.047178797,0.02878833,0.033254523,0.049525894
05/14/22,5,15,0.0,0.10104932,0.11925623,0.09723115,0.07390853,0.061345648,0.09423007,0.10594217,0.06809407,0.025865816,0.022627749,0.029751766,0.033163156
05/14/22,5,16,0.0,0.099898316,0.10638724,0.06979544,0.08416253,0.095509015,0.08918693,0.07497624,0.074240886,0.044611722,0.028921574,0.030023128,0.042175546
05/14/22,5,17,2.6168750000000003,2.0701714,0.88996816,0.5079587,0.49550518,0.4487653,0.58422184,0.49718648,0.34126478,0.109966904,0.0664162,0.06847003,0.05241837
05/14/22,5,18,0.15421666666666667,0.6074543,0.44332537,0.20624965,0.26235625,0.1891734,0.18335679,0.123590305,0.09674267,0.07237786,0.10053893,0.091962226,0.07820094
05/14/22,5,19,0.0,0.42713177,0.23925498,0.09448644,0.11202927,0.119887225,0.10149527,0.0966456,0.08225037,0.1795176,0.14137077,0.113024324,0.21066138
05/14/22,5,20,0.1720166666666667,0.11506462,0.07651495,0.04173738,0.056821868,0.07502121,0.079489745,0.07743988,0.086048834,0.049250524,0.029816233,0.036571786,0.07201756
05/14/22,5,21,0.0,0.11499508,0.0663852,0.028616523,0.049212035,0.05591287,0.04255048,0.055733528,0.08327313,0.039826356,0.031994723,0.079222575,0.37719578
05/14/22,5,22,0.0084,0.11714352,0.06801747,0.04400279,0.06609552,0.06164502,0.06278658,0.079528295,0.10311744,0.08597429,0.2053082,0.5950654,1.2636324
05/14/22,5,23,0.0,0.08109995,0.06739807,0.039069068,0.04288189,0.047099173,0.075375706,0.0618264,0.05877374,0.12704356,0.71656,1.1462077,0.64500326
05/15/22,6,0,0.0,0.023689672,0.020497706,0.014185474,0.008330364,0.007464094,0.009371597,0.01820145,0.056671362,0.45611146,1.2180154,0.7619114,0.42283812
05/15/22,6,1,0.0,0.031209541,0.020373087,0.0147167295,0.0152760865,0.016013857,0.015298003,0.0616046,0.33850002,0.9116167,0.55508316,0.25375313,0.26651567
05/15/22,6,2,0.0,0.047935236,0.021069918,0.013744146,0.012748462,0.016746474,0.050284825,0.33534622,0.93395525,0.6276788,0.3069624,0.1840079,0.22690359
05/15/22,6,3,0.0,0.04612634,0.017755743,0.009549747,0.013171181,0.050568715,0.30134746,0.87730813,0.6509184,0.3809256,0.32998958,0.22779897,0.26431525
05/15/22,6,4,0.0,0.027475642,0.011445583,0.011418608,0.058814466,0.3990559,0.8400487,0.58165514,0.3323321,0.30949068,0.31529963,0.24818027,0.32932034
05/15/22,6,5,0.0,0.019798974,0.012625921,0.03671434,0.33339432,0.87432384,0.46962506,0.2550616,0.2467597,0.28272814,0.24633959,0.20951357,0.26783586
05/15/22,6,6,0.005958333333333333,0.0415739,0.054079343,0.2665437,0.85276306,0.5369218,0.21883178,0.1813659,0.2089369,0.24458729,0.2605573,0.25217232,0.1992251
05/15/22,6,7,0.0,0.17336354,0.41087925,0.81791604,0.5112923,0.25525922,0.19255447,0.22536477,0.25598162,0.3341539,0.32841742,0.19708438,0.095408045
05/15/22,6,8,0.061016666666666275,0.736623,1.2883233,0.63681924,0.30508888,0.20302118,0.14367439,0.17510983,0.2608377,0.32260454,0.22932757,0.1242911,0.15584576
05/15/22,6,9,0.0,0.25378448,0.20462364,0.09766189,0.07634024,0.07551482,0.09064184,0.13659015,0.1650148,0.13815704,0.12906684,0.13528065,0.34507596
05/15/22,6,10,0.4850083333333348,0.17008822,0.15924764,0.27950612,0.41005442,0.36286664,0.39312166,0.28960693,0.30188584,0.2425547,0.2735519,0.24619868,0.1376372
05/15/22,6,11,0.0,0.1754972,0.1619499,0.18855779,0.2334632,0.20506565,0.23555711,0.2183425,0.22997095,0.17645055,0.22707126,0.27852166,0.20257452
05/15/22,6,12,0.0,0.21645474,0.1565317,0.1662665,0.26231736,0.30451217,0.22156136,0.21406318,0.26552966,0.26095775,0.2195474,0.20699199,0.28483033
05/15/22,6,13,0.0,0.10949051,0.10483886,0.14529935,0.13879631,0.10076469,0.09778574,0.11900117,0.1478974,0.097459145,0.08449248,0.10175471,0.15111415
05/15/22,6,14,0.0,0.1844636,0.12972176,0.08157798,0.07004424,0.075501606,0.10706788,0.1165792,0.12089259,0.082096815,0.0959356,0.16537894,0.33683527
05/15/22,6,15,0.0,0.10483328,0.07748009,0.081310734,0.05544793,0.05088056,0.10335237,0.12415787,0.08483778,0.04841721,0.077373594,0.14738384,0.21251693
05/15/22,6,16,0.0,0.09953377,0.070832774,0.06241066,0.07126682,0.07963529,0.09018712,0.078010224,0.08638967,0.076711535,0.09363978,0.14430414,0.2419632
05/15/22,6,17,0.0,0.041690473,0.020672962,0.022504587,0.030869711,0.04170749,0.064727455,0.063536905,0.06332384,0.04992516,0.06992557,0.13259503,0.21521974
05/15/22,6,18,0.9372249999999998,0.64579755,0.37424427,0.33094248,0.31236872,0.23556392,0.22092462,0.17643397,0.2384204,0.17236555,0.13467094,0.12753849,0.14782389
05/15/22,6,19,0.0,0.21630849,0.1351947,0.06275282,0.094849676,0.09220534,0.06723733,0.05805669,0.10624849,0.09554122,0.06560836,0.070439875,0.11551961
05/15/22,6,20,0.0,0.19375557,0.0592229,0.033364028,0.06285826,0.09782076,0.09437533,0.09227159,0.09397644,0.13009469,0.16732424,0.26478052,0.8576799
05/15/22,6,21,0.0,0.13666263,0.04390273,0.024242274,0.042474695,0.05690276,0.053382326,0.07566999,0.119796604,0.09540863,0.14670648,0.63409984,4.807238
05/15/22,6,22,0.0,0.11277751,0.04888106,0.051367488,0.07826038,0.06660871,0.065893546,0.09045966,0.11465042,0.1768512,0.98701364,5.3299217,11.649098
05/15/22,6,23,0.0,0.101612665,0.06716121,0.05562328,0.06448436,0.0682337,0.098729625,0.07934162,0.07352169,0.3652454,4.6428795,11.650425,7.901007
